squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
0.227,0.131,1.0,1.0,0.576,0.832,0.444,1.0,0.581,0.0,1.0,0.773,0.651,0.987,1.0,0.4,0.227
0.432,0.03,0.0,0.0,0.131,0.504,0.222,0.0,0.645,0.0,0.0,0.989,0.033,0.657,1.0,0.1,0.432
0.647,0.081,0.0,0.0,0.556,0.608,0.778,0.556,0.484,1.0,1.0,0.158,0.956,0.456,0.0,0.0,0.647
0.932,0.737,0.0,1.0,0.576,0.697,0.667,0.889,0.387,1.0,0.0,0.669,0.092,0.656,0.0,1.0,0.931
0.947,0.141,0.0,1.0,0.374,0.387,0.778,0.222,0.258,0.0,0.0,0.441,0.456,0.73,0.0,0.0,0.947
0.278,0.202,1.0,0.0,0.646,0.563,0.444,0.444,0.548,1.0,1.0,0.723,0.149,0.123,0.0,0.0,0.279
0.029,0.0,1.0,1.0,0.283,0.273,0.889,0.111,0.484,0.0,1.0,0.447,0.859,0.834,1.0,0.9,0.029
0.807,0.354,0.0,0.0,0.182,0.132,0.556,0.222,0.419,1.0,1.0,0.767,0.154,0.88,1.0,0.7,0.807
0.134,0.808,1.0,0.0,0.99,0.859,0.111,0.889,0.839,0.0,1.0,0.991,0.714,0.214,0.0,0.7,0.135
0.669,0.232,1.0,1.0,0.929,0.724,1.0,0.333,0.71,0.0,0.0,0.663,0.814,0.296,0.0,0.6,0.67
0.834,0.424,0.0,0.0,0.444,0.13,0.778,0.444,0.419,1.0,0.0,0.094,0.246,0.812,1.0,0.7,0.834
0.778,0.111,0.0,0.0,0.545,0.612,0.444,0.889,0.387,0.0,0.0,0.195,0.005,0.226,0.0,0.8,0.778
0.928,0.899,1.0,0.0,0.202,0.769,0.778,0.778,0.065,1.0,1.0,0.33,0.452,0.733,0.0,0.9,0.927
0.472,0.424,1.0,1.0,0.051,0.29,0.556,0.0,0.71,0.0,1.0,0.932,0.651,0.84,1.0,1.0,0.473
0.966,0.949,1.0,0.0,0.788,0.584,1.0,0.667,0.613,1.0,0.0,0.022,0.064,0.734,1.0,0.7,0.966
0.712,0.515,1.0,0.0,0.657,0.91,0.667,0.333,0.161,0.0,0.0,0.78,0.703,0.758,0.0,0.4,0.712
0.491,0.081,1.0,1.0,0.475,0.896,0.778,0.222,0.516,0.0,0.0,0.473,0.145,0.998,0.0,0.9,0.491
0.674,0.667,1.0,1.0,0.152,0.346,0.222,0.556,0.226,0.0,1.0,0.384,0.724,0.896,1.0,0.2,0.674
0.553,0.869,0.0,1.0,0.465,0.144,0.0,0.667,0.129,0.0,1.0,0.3,0.93,0.212,0.0,0.5,0.553
0.434,0.677,1.0,0.0,0.293,0.355,0.556,0.333,0.516,1.0,0.0,0.521,0.867,0.727,0.0,0.9,0.434
0.549,0.121,1.0,0.0,0.141,0.611,0.667,0.222,0.194,1.0,0.0,0.487,0.3,0.608,1.0,0.0,0.549
0.038,0.232,1.0,1.0,0.848,0.1,0.0,0.556,0.742,0.0,0.0,0.83,0.913,0.162,0.0,0.6,0.038
0.069,0.343,1.0,1.0,0.192,0.787,0.0,1.0,0.161,0.0,1.0,0.753,0.109,0.132,0.0,0.9,0.07
0.314,0.303,1.0,1.0,0.051,0.994,0.556,0.444,0.839,0.0,1.0,0.257,0.282,0.05,1.0,0.7,0.314
0.835,0.586,1.0,1.0,0.465,0.626,0.111,0.667,0.548,0.0,1.0,0.323,0.752,0.106,1.0,0.3,0.835
0.608,0.97,1.0,1.0,0.121,0.048,0.444,0.111,0.387,0.0,1.0,0.056,0.184,0.984,0.0,0.6,0.608
0.863,1.0,1.0,0.0,0.212,0.672,0.222,0.333,0.0,1.0,0.0,0.761,0.774,0.296,0.0,0.3,0.863
0.449,0.515,0.0,0.0,0.172,0.32,0.0,1.0,0.968,1.0,0.0,0.518,0.614,0.253,1.0,0.8,0.449
0.189,0.354,0.0,0.0,0.505,0.515,1.0,0.889,0.032,1.0,0.0,0.366,0.816,0.011,1.0,1.0,0.189
0.912,0.879,0.0,0.0,0.727,0.062,0.778,0.222,0.226,1.0,1.0,0.96,0.275,0.192,0.0,0.3,0.912
0.926,0.01,1.0,0.0,0.212,0.533,0.667,0.778,0.097,1.0,1.0,0.416,0.579,0.691,1.0,0.6,0.926
0.483,0.586,0.0,1.0,0.535,0.937,0.778,0.333,0.258,1.0,1.0,0.041,0.801,0.309,1.0,0.0,0.483
0.275,0.788,1.0,0.0,0.02,0.574,0.778,0.889,0.29,0.0,1.0,0.58,0.464,0.593,1.0,0.3,0.275
0.384,0.434,0.0,0.0,0.768,0.496,0.333,0.667,0.968,1.0,0.0,0.925,0.725,0.626,0.0,0.1,0.384
0.662,0.051,0.0,0.0,0.798,0.208,0.556,0.444,0.419,0.0,0.0,0.329,0.565,0.071,1.0,1.0,0.661
0.43,0.778,0.0,1.0,0.818,0.626,0.667,1.0,0.806,0.0,1.0,0.844,0.254,0.362,0.0,0.5,0.43
0.493,0.939,1.0,0.0,0.455,0.194,0.667,0.889,0.839,1.0,1.0,0.087,0.809,0.094,0.0,0.3,0.493
0.073,0.444,1.0,1.0,0.768,0.411,0.556,1.0,0.645,0.0,0.0,0.492,0.869,0.611,1.0,0.6,0.074
0.495,0.354,0.0,0.0,0.747,0.088,0.889,0.667,0.258,1.0,1.0,0.969,0.697,0.223,0.0,0.9,0.496
0.519,0.646,0.0,1.0,0.152,0.729,0.222,0.778,1.0,0.0,0.0,0.314,0.252,0.987,0.0,0.3,0.519
0.313,0.677,1.0,0.0,0.111,0.485,0.667,0.0,0.581,1.0,0.0,0.374,0.686,0.863,0.0,0.5,0.314
0.973,0.525,0.0,1.0,0.636,0.942,0.111,0.333,0.677,0.0,1.0,0.974,0.167,0.778,1.0,0.3,0.973
0.742,0.667,1.0,0.0,0.051,0.223,0.667,0.222,0.065,0.0,1.0,0.724,0.072,0.729,1.0,0.9,0.742
0.372,0.899,1.0,0.0,0.848,0.844,0.889,0.667,0.323,1.0,1.0,0.263,0.998,0.232,0.0,0.6,0.372
0.613,0.424,0.0,1.0,0.758,0.391,0.556,0.0,0.161,0.0,0.0,0.805,0.069,0.254,1.0,0.0,0.613
0.53,0.131,0.0,0.0,0.737,0.041,1.0,0.333,0.032,0.0,0.0,0.799,0.315,0.608,0.0,0.2,0.53
0.457,0.859,1.0,1.0,0.313,0.862,0.667,0.111,0.677,0.0,1.0,0.787,0.23,0.402,0.0,0.9,0.457
0.734,0.424,1.0,1.0,0.313,0.45,0.444,0.111,0.355,0.0,0.0,0.552,0.005,0.149,0.0,0.9,0.735
0.758,0.404,1.0,1.0,0.727,0.331,0.556,0.889,0.935,1.0,0.0,0.04,0.487,0.873,0.0,0.5,0.759
0.196,0.525,0.0,0.0,0.303,0.772,0.667,0.889,0.484,0.0,1.0,0.796,0.162,0.798,0.0,0.1,0.196
0.679,0.475,0.0,0.0,0.01,0.582,0.0,0.667,1.0,0.0,0.0,0.605,0.017,0.764,0.0,0.4,0.679
0.141,0.02,0.0,0.0,0.404,0.25,1.0,0.556,0.032,0.0,0.0,0.318,0.807,0.018,1.0,0.2,0.141
0.125,0.444,0.0,0.0,0.677,0.609,0.333,0.333,0.355,0.0,1.0,0.027,0.584,0.451,0.0,1.0,0.126
0.127,1.0,0.0,0.0,0.697,0.914,1.0,0.778,0.645,1.0,0.0,0.786,0.36,0.9,0.0,0.2,0.127
0.505,0.495,0.0,0.0,0.182,0.973,0.556,0.222,0.742,0.0,1.0,0.166,0.765,0.479,0.0,0.6,0.505
0.25,0.091,1.0,0.0,0.99,0.626,0.0,0.556,0.903,1.0,1.0,0.073,0.106,0.823,1.0,0.0,0.251
0.148,0.02,0.0,1.0,0.566,0.515,0.556,0.0,0.903,0.0,0.0,0.359,0.32,0.799,0.0,0.5,0.148
0.484,0.848,1.0,0.0,0.596,0.21,0.111,0.444,0.968,0.0,1.0,0.092,0.433,0.084,1.0,0.5,0.484
0.093,0.505,0.0,0.0,0.556,0.662,0.0,0.889,0.645,0.0,0.0,0.214,0.625,0.918,0.0,0.9,0.093
0.826,0.364,1.0,0.0,0.596,0.699,0.444,0.0,0.387,1.0,1.0,0.006,0.418,0.861,0.0,0.1,0.826
0.157,0.323,0.0,1.0,0.394,0.542,0.889,0.333,0.742,0.0,1.0,0.036,0.903,0.852,0.0,0.5,0.157
0.787,0.859,0.0,0.0,0.162,0.004,0.222,0.556,0.742,0.0,0.0,0.52,0.132,0.823,0.0,0.5,0.786
0.201,0.636,1.0,0.0,0.97,0.08,0.667,0.667,0.0,0.0,1.0,0.646,0.286,0.042,0.0,0.6,0.202
0.307,0.97,0.0,1.0,0.636,0.304,0.778,0.889,0.677,0.0,0.0,0.997,0.451,0.384,0.0,0.6,0.307
0.83,0.091,0.0,1.0,0.788,0.213,0.444,0.111,0.097,1.0,0.0,0.954,0.552,0.369,1.0,0.5,0.83
0.346,0.242,1.0,1.0,0.98,0.887,0.667,0.111,0.871,1.0,1.0,0.873,0.868,0.357,0.0,0.5,0.347
0.195,0.818,1.0,0.0,0.889,0.085,0.333,1.0,0.613,1.0,1.0,0.719,0.179,0.631,1.0,0.5,0.196
0.547,1.0,1.0,0.0,0.838,0.921,0.778,0.0,0.323,0.0,1.0,0.828,0.997,0.201,0.0,0.9,0.547
0.357,0.838,1.0,1.0,0.99,0.212,0.0,0.333,0.032,0.0,1.0,0.475,0.133,0.69,0.0,0.8,0.358
0.407,0.626,1.0,1.0,0.04,0.126,0.222,0.667,0.484,0.0,0.0,0.759,0.424,0.098,0.0,0.9,0.407
0.769,0.616,0.0,1.0,0.636,0.216,0.111,0.556,0.0,0.0,1.0,0.936,0.328,0.833,0.0,0.7,0.769
0.224,0.293,0.0,0.0,0.455,0.216,0.778,0.556,0.194,1.0,0.0,0.638,0.656,0.751,0.0,1.0,0.224
0.784,0.03,1.0,1.0,0.02,0.632,0.778,0.111,0.387,0.0,0.0,0.424,0.715,0.044,1.0,0.8,0.784
0.287,0.788,0.0,1.0,0.354,0.699,0.778,0.111,0.258,0.0,0.0,0.829,0.096,0.93,0.0,1.0,0.287
0.023,0.152,1.0,1.0,0.172,0.627,0.889,0.444,0.742,0.0,0.0,0.534,0.089,0.871,1.0,0.3,0.024
0.232,0.859,0.0,0.0,0.293,0.861,0.556,0.222,0.452,0.0,0.0,0.964,0.483,0.04,0.0,0.7,0.232
0.924,0.909,0.0,0.0,0.061,0.228,0.222,1.0,0.355,0.0,1.0,0.864,0.122,0.347,1.0,0.9,0.924
0.825,0.455,0.0,0.0,0.556,0.255,0.333,0.778,0.71,1.0,1.0,0.395,0.452,0.131,1.0,0.4,0.825
0.249,0.667,0.0,0.0,0.697,0.527,0.0,0.333,0.968,0.0,1.0,0.582,0.097,0.277,0.0,1.0,0.249
0.032,0.061,1.0,0.0,0.515,0.966,0.667,0.333,0.742,1.0,0.0,0.654,0.538,0.08,0.0,0.2,0.032
0.865,0.495,1.0,1.0,0.889,0.038,0.222,0.778,0.419,1.0,1.0,0.477,0.644,0.706,1.0,0.6,0.866
0.817,0.465,0.0,1.0,0.02,0.214,0.0,0.111,0.742,1.0,0.0,0.241,0.45,0.741,0.0,0.3,0.816
0.178,0.465,0.0,0.0,0.222,0.126,0.0,0.0,1.0,0.0,1.0,0.865,0.152,0.704,1.0,0.6,0.178
0.862,0.253,0.0,1.0,0.01,0.672,0.444,0.333,0.742,0.0,0.0,0.089,0.112,0.292,1.0,0.5,0.862
0.845,0.465,1.0,0.0,0.636,0.147,0.889,0.0,0.419,1.0,0.0,0.569,0.403,0.353,0.0,0.8,0.845
0.379,0.253,1.0,1.0,0.515,0.479,0.222,0.778,0.452,0.0,0.0,0.428,0.514,0.586,1.0,0.2,0.379
0.208,1.0,1.0,1.0,0.101,0.466,0.556,0.111,0.097,0.0,1.0,0.95,0.417,0.588,1.0,0.8,0.209
0.862,1.0,1.0,1.0,0.545,0.614,0.333,0.667,0.258,1.0,1.0,0.636,0.041,0.506,0.0,0.8,0.863
0.257,0.727,0.0,0.0,0.02,0.353,0.0,0.0,0.161,0.0,1.0,0.481,0.179,0.023,0.0,0.8,0.257
0.279,0.99,1.0,0.0,0.929,0.49,0.889,0.667,0.032,0.0,0.0,0.048,0.718,0.166,1.0,0.3,0.28
0.595,0.121,1.0,1.0,0.232,0.797,0.222,0.444,0.194,1.0,0.0,0.354,0.792,0.327,1.0,0.9,0.595
0.317,0.97,0.0,1.0,0.889,0.298,0.778,1.0,0.452,1.0,0.0,0.604,0.91,0.639,1.0,0.3,0.318
0.374,0.525,1.0,0.0,0.525,0.926,0.0,0.667,0.516,1.0,1.0,0.069,0.271,0.578,0.0,0.3,0.375
0.743,0.717,1.0,1.0,0.606,0.098,0.333,0.333,0.871,0.0,0.0,0.594,0.812,0.549,0.0,0.5,0.743
0.012,0.576,0.0,1.0,0.333,0.62,1.0,0.667,0.129,0.0,0.0,0.711,0.42,0.033,0.0,0.4,0.012
0.063,0.101,0.0,1.0,1.0,0.666,0.111,0.667,0.032,0.0,1.0,0.977,0.173,0.421,0.0,0.4,0.064
0.921,0.061,0.0,0.0,0.081,0.287,0.889,0.667,0.968,0.0,1.0,0.699,0.835,0.449,1.0,0.5,0.92
0.855,0.99,0.0,1.0,0.323,0.457,0.333,1.0,0.548,0.0,1.0,0.573,0.91,0.318,0.0,0.2,0.855
0.907,0.455,1.0,0.0,0.293,0.294,0.111,0.667,0.29,1.0,1.0,0.198,0.26,0.656,1.0,0.8,0.907
0.661,0.808,0.0,1.0,0.253,0.585,0.667,0.667,0.032,1.0,0.0,0.582,0.187,0.371,1.0,0.9,0.661
0.715,0.475,0.0,1.0,0.343,0.182,0.889,0.222,0.548,1.0,0.0,0.956,0.981,0.936,1.0,0.5,0.715
0.201,0.071,0.0,0.0,0.889,0.471,0.333,0.889,0.065,0.0,0.0,0.55,0.0,0.828,0.0,0.0,0.201
0.146,0.576,0.0,0.0,0.818,0.763,0.333,0.778,0.226,0.0,0.0,0.642,0.365,0.406,1.0,0.2,0.146
0.091,0.323,1.0,0.0,0.465,0.871,1.0,0.222,1.0,1.0,1.0,0.526,0.662,0.482,1.0,0.2,0.092
0.453,0.273,1.0,0.0,0.081,0.075,0.333,0.667,0.903,0.0,1.0,0.777,0.32,0.586,1.0,0.3,0.453
0.394,0.323,1.0,1.0,0.939,0.326,0.222,0.444,0.226,0.0,0.0,0.019,0.21,0.537,1.0,0.4,0.395
0.854,0.343,0.0,1.0,0.535,0.889,0.0,0.222,0.419,1.0,0.0,0.681,0.45,0.113,0.0,0.7,0.854
0.549,0.202,0.0,1.0,0.869,0.744,0.444,0.111,0.645,0.0,1.0,0.881,0.132,0.256,0.0,0.1,0.549
0.463,0.192,0.0,0.0,0.869,0.045,0.889,0.556,0.645,0.0,0.0,0.301,0.279,0.954,1.0,0.0,0.463
0.368,0.141,0.0,0.0,0.354,0.667,0.556,0.0,0.742,0.0,0.0,0.701,0.011,0.839,1.0,0.6,0.368
0.4,0.818,1.0,1.0,0.677,0.813,0.0,0.333,0.613,1.0,1.0,0.115,0.516,0.771,0.0,0.5,0.401
0.385,0.172,1.0,0.0,0.818,0.526,0.111,0.556,0.065,1.0,0.0,0.292,0.487,0.094,1.0,0.2,0.386
0.142,0.657,0.0,0.0,0.879,0.695,0.556,0.889,0.0,1.0,1.0,0.024,0.526,0.277,0.0,0.3,0.142
0.638,0.515,1.0,0.0,0.949,0.465,0.444,0.889,0.226,1.0,1.0,0.964,0.251,0.927,1.0,0.9,0.638
0.348,0.646,0.0,1.0,0.333,0.916,0.667,0.333,0.968,0.0,1.0,0.187,0.583,0.077,0.0,0.4,0.349
0.984,0.141,1.0,0.0,0.616,0.694,0.556,0.778,0.323,1.0,0.0,0.24,0.72,0.241,0.0,0.2,0.984
0.988,0.889,0.0,0.0,0.727,0.319,0.333,0.333,0.774,0.0,1.0,0.065,0.186,0.46,1.0,0.2,0.988
0.521,0.02,1.0,0.0,0.545,0.989,1.0,0.444,0.903,1.0,0.0,0.599,0.407,0.448,1.0,0.9,0.52
0.191,0.889,1.0,0.0,0.838,0.189,0.556,0.111,0.194,1.0,1.0,0.851,0.141,0.134,0.0,0.8,0.192
0.58,0.081,0.0,1.0,0.343,0.868,0.444,0.889,0.806,1.0,1.0,0.84,0.663,0.85,0.0,0.7,0.58
0.934,0.374,0.0,0.0,0.081,0.661,0.333,0.556,0.742,1.0,0.0,0.798,0.777,0.58,1.0,0.2,0.934
0.281,0.899,1.0,1.0,0.818,0.049,0.778,0.333,0.581,1.0,1.0,0.408,0.222,0.603,0.0,0.0,0.282
0.249,0.515,0.0,1.0,0.939,0.191,0.444,0.667,0.161,1.0,1.0,0.132,0.815,0.992,1.0,0.8,0.249
0.055,0.97,0.0,1.0,0.929,0.994,1.0,0.889,0.645,0.0,1.0,0.577,0.884,0.298,1.0,0.0,0.056
0.875,0.737,0.0,1.0,0.778,0.281,0.333,0.222,0.452,1.0,1.0,0.327,0.043,0.81,1.0,1.0,0.875
0.608,0.96,1.0,0.0,0.333,0.629,0.222,1.0,0.161,0.0,1.0,0.833,0.863,0.072,1.0,0.0,0.608
0.548,0.657,0.0,1.0,0.323,0.684,0.0,0.778,0.871,1.0,0.0,0.018,0.107,0.837,0.0,0.2,0.549
0.468,0.172,1.0,0.0,0.384,0.32,0.444,0.222,0.968,1.0,1.0,0.119,0.786,0.902,1.0,0.1,0.468
0.411,0.697,0.0,0.0,0.929,0.43,0.556,0.0,0.419,0.0,0.0,0.574,0.731,0.947,0.0,0.5,0.411
0.618,0.848,0.0,0.0,0.96,0.631,0.778,0.889,0.774,1.0,0.0,0.78,0.994,0.687,0.0,0.2,0.618
0.159,0.343,1.0,1.0,0.01,0.785,0.0,0.556,0.839,0.0,1.0,0.331,0.164,0.963,1.0,0.6,0.16
0.301,0.152,1.0,0.0,0.081,0.676,0.889,0.556,0.742,1.0,0.0,0.72,0.153,0.467,1.0,0.6,0.301
0.325,0.808,1.0,0.0,0.636,0.992,0.333,0.667,0.097,1.0,1.0,0.766,0.224,0.317,1.0,0.4,0.326
0.918,0.646,1.0,1.0,0.747,0.815,0.0,0.333,0.032,1.0,0.0,0.428,0.685,0.87,0.0,0.2,0.918
0.901,0.374,1.0,0.0,0.939,0.887,0.111,0.111,0.742,1.0,0.0,0.52,0.131,0.952,1.0,1.0,0.901
0.858,0.616,0.0,1.0,0.455,0.63,0.0,0.778,0.355,1.0,0.0,0.611,0.321,0.462,1.0,0.6,0.859
0.065,0.566,1.0,1.0,0.455,0.583,0.222,0.444,0.226,0.0,0.0,0.072,0.015,0.813,0.0,0.6,0.066
0.838,0.545,1.0,1.0,0.859,0.3,0.889,0.556,0.387,0.0,1.0,0.443,0.063,0.503,1.0,0.3,0.839
0.412,0.828,1.0,0.0,0.303,0.027,1.0,0.0,0.871,1.0,1.0,0.311,0.777,0.022,0.0,0.4,0.413
0.515,0.313,0.0,0.0,0.828,0.026,0.444,0.222,0.903,1.0,1.0,0.375,0.432,0.878,0.0,0.7,0.515
0.949,0.061,1.0,0.0,0.333,0.857,0.222,0.111,0.129,1.0,0.0,0.924,0.938,0.022,0.0,0.6,0.948
0.037,0.03,0.0,0.0,0.313,0.453,0.889,0.0,0.677,1.0,1.0,0.668,0.773,0.496,1.0,0.3,0.037
0.242,0.727,1.0,0.0,0.192,0.284,0.222,1.0,0.065,0.0,0.0,0.934,0.768,0.848,0.0,0.8,0.242
0.806,0.283,1.0,1.0,0.253,0.271,0.0,0.778,0.71,0.0,1.0,0.584,0.181,0.03,0.0,0.4,0.806
0.842,0.404,1.0,1.0,0.949,0.251,0.333,0.667,0.0,1.0,1.0,0.311,0.65,0.991,0.0,1.0,0.843
0.961,0.465,0.0,0.0,0.273,0.329,0.333,0.667,0.226,0.0,0.0,0.257,0.857,0.007,0.0,0.5,0.961
0.042,0.939,0.0,0.0,0.737,0.354,0.111,0.889,0.839,1.0,0.0,0.265,0.228,0.63,0.0,1.0,0.042
0.094,0.071,1.0,1.0,0.212,0.144,1.0,0.0,0.484,0.0,1.0,0.942,0.763,0.383,0.0,1.0,0.095
0.463,0.263,1.0,0.0,0.869,0.517,0.222,0.444,0.645,1.0,1.0,0.671,0.512,0.581,1.0,0.7,0.464
0.78,0.657,1.0,1.0,0.444,0.536,0.333,0.667,0.871,1.0,1.0,0.826,0.018,0.997,1.0,1.0,0.78
0.365,0.949,1.0,1.0,0.778,0.119,1.0,0.444,0.387,1.0,0.0,0.806,0.865,0.584,0.0,0.0,0.366
0.274,0.374,0.0,0.0,0.0,0.994,0.111,1.0,0.387,0.0,0.0,0.561,0.906,0.946,0.0,0.3,0.274
0.637,0.172,0.0,1.0,0.586,0.126,0.889,0.0,0.0,0.0,1.0,0.028,0.597,0.491,1.0,0.2,0.637
0.883,0.343,0.0,1.0,0.182,0.338,0.111,0.222,0.645,0.0,0.0,0.49,0.596,0.596,0.0,0.6,0.883
0.105,0.121,1.0,0.0,0.414,0.008,0.444,0.889,0.355,0.0,1.0,0.651,0.73,0.689,0.0,0.5,0.105
0.367,0.616,0.0,0.0,0.141,0.241,0.0,0.556,0.258,1.0,0.0,0.8,0.76,0.498,1.0,0.0,0.367
0.529,0.323,0.0,1.0,0.535,0.178,0.889,0.222,0.516,0.0,1.0,0.2,0.634,0.57,0.0,0.1,0.529
0.677,0.707,0.0,1.0,0.141,0.651,0.333,0.667,0.097,1.0,0.0,0.764,0.983,0.013,1.0,0.5,0.677
0.824,0.545,1.0,0.0,0.01,0.857,0.778,0.556,0.71,0.0,0.0,0.658,0.986,0.862,1.0,0.7,0.823
0.932,0.758,0.0,1.0,0.455,0.894,0.222,0.889,0.613,1.0,0.0,0.099,0.266,0.862,0.0,0.4,0.932
0.687,0.152,1.0,1.0,0.111,0.011,0.111,0.889,0.548,0.0,0.0,0.307,0.093,0.38,0.0,0.9,0.687
0.446,0.455,1.0,1.0,0.384,0.694,0.333,0.778,0.452,0.0,0.0,0.205,0.809,0.804,1.0,1.0,0.446
0.488,0.152,0.0,0.0,0.535,0.827,0.0,0.333,0.71,1.0,0.0,0.325,0.485,0.907,1.0,0.9,0.488
0.611,0.838,1.0,0.0,0.333,0.985,0.889,0.0,0.548,0.0,1.0,0.805,0.824,0.871,1.0,0.7,0.611
0.252,0.253,1.0,0.0,0.273,0.317,0.444,0.444,0.323,0.0,0.0,0.345,0.638,0.829,1.0,0.0,0.252
0.551,0.495,1.0,0.0,0.071,0.965,0.889,0.889,0.226,0.0,0.0,0.765,0.185,0.231,0.0,0.0,0.551
0.152,0.434,1.0,1.0,0.242,0.195,0.333,0.111,0.677,1.0,1.0,0.915,0.877,0.533,0.0,1.0,0.153
0.62,0.141,0.0,0.0,0.414,0.711,0.0,0.333,0.419,0.0,0.0,0.615,0.26,0.672,1.0,0.2,0.62
0.843,0.949,1.0,1.0,0.313,0.262,1.0,0.889,0.097,1.0,0.0,0.657,0.14,0.876,1.0,1.0,0.843
0.35,0.465,1.0,1.0,0.293,0.038,0.0,0.333,0.065,1.0,0.0,0.974,0.3,0.558,0.0,0.2,0.351
0.709,0.919,1.0,0.0,0.121,0.087,1.0,0.111,0.677,1.0,1.0,0.062,0.667,0.486,0.0,0.1,0.709
0.693,0.677,0.0,0.0,0.434,0.016,0.889,1.0,0.839,1.0,0.0,0.204,0.989,0.342,1.0,1.0,0.693
0.236,0.071,1.0,0.0,0.879,0.579,0.889,0.556,0.0,1.0,1.0,0.014,0.381,0.546,1.0,0.8,0.237
0.533,0.273,0.0,0.0,0.465,0.742,0.889,0.556,0.903,0.0,1.0,0.265,0.329,0.613,1.0,0.5,0.533
0.528,0.596,1.0,0.0,0.242,0.838,0.333,0.556,0.29,1.0,0.0,0.47,0.934,0.251,1.0,0.5,0.528
0.791,0.838,1.0,0.0,0.354,0.151,0.667,0.778,0.032,1.0,0.0,0.79,0.402,0.873,1.0,0.8,0.791
0.062,0.859,0.0,0.0,0.98,0.195,0.111,0.333,0.065,1.0,0.0,0.974,0.605,0.037,0.0,0.0,0.063
0.197,0.667,0.0,0.0,0.838,0.263,0.222,0.556,1.0,1.0,1.0,0.134,0.002,0.141,0.0,0.5,0.197
0.728,0.596,0.0,0.0,0.303,0.769,0.333,0.333,0.258,1.0,1.0,0.336,0.703,0.642,1.0,0.1,0.728
0.946,0.091,1.0,1.0,0.717,0.963,1.0,1.0,0.355,0.0,1.0,0.583,0.696,0.152,1.0,0.7,0.947
0.435,0.939,1.0,0.0,0.333,0.128,0.556,0.778,0.323,1.0,0.0,0.475,0.632,0.363,0.0,0.2,0.435
0.364,0.98,0.0,0.0,0.576,0.625,0.333,0.889,0.516,1.0,1.0,0.021,0.736,0.288,1.0,0.5,0.364
0.674,0.525,1.0,1.0,0.505,0.456,0.556,0.111,0.419,1.0,1.0,0.269,0.402,0.482,1.0,0.5,0.674
0.221,0.273,0.0,0.0,0.717,0.477,0.889,0.444,0.548,0.0,0.0,0.709,0.336,0.128,0.0,0.1,0.221
0.668,0.03,1.0,1.0,0.535,0.836,0.778,1.0,0.613,1.0,0.0,0.213,0.477,0.734,1.0,0.3,0.669
0.396,0.687,0.0,0.0,0.788,0.748,1.0,0.667,0.419,1.0,1.0,0.332,0.747,0.77,0.0,0.6,0.397
0.666,0.253,0.0,0.0,0.414,0.706,0.556,0.111,0.452,1.0,0.0,0.842,0.521,0.683,0.0,0.2,0.666
0.662,0.242,0.0,0.0,0.758,0.21,0.667,0.667,0.484,1.0,1.0,0.539,0.803,0.217,1.0,0.2,0.662
0.671,0.394,0.0,1.0,0.485,0.563,0.889,0.889,0.097,0.0,0.0,0.872,0.455,0.047,1.0,0.6,0.671
0.722,0.222,0.0,0.0,0.192,0.36,0.111,0.222,0.097,0.0,0.0,0.953,0.714,0.95,0.0,0.0,0.722
0.718,0.414,0.0,0.0,0.03,0.634,0.111,0.667,0.935,0.0,0.0,0.14,0.732,0.212,0.0,0.4,0.718
0.732,0.667,1.0,1.0,0.263,0.724,0.667,0.111,0.355,1.0,1.0,0.287,0.972,0.063,1.0,1.0,0.732
0.202,1.0,0.0,1.0,0.596,0.659,1.0,0.889,0.677,0.0,0.0,0.586,0.892,0.913,0.0,0.4,0.202
0.792,0.04,0.0,0.0,0.444,0.294,0.333,0.667,0.839,0.0,1.0,0.716,0.251,0.784,1.0,0.4,0.791
0.549,0.667,0.0,0.0,0.152,0.728,1.0,0.556,0.226,0.0,0.0,0.848,0.021,0.57,1.0,0.7,0.549
0.629,0.384,1.0,1.0,0.717,0.197,1.0,0.0,0.742,0.0,0.0,0.321,0.265,0.603,1.0,0.0,0.63
0.069,0.778,1.0,1.0,0.364,0.057,0.778,0.111,0.161,1.0,0.0,0.382,0.929,0.623,1.0,0.6,0.07
0.65,0.131,0.0,0.0,0.697,0.702,0.111,1.0,1.0,0.0,1.0,0.318,0.437,0.066,0.0,0.6,0.65
0.719,0.424,0.0,1.0,0.232,0.057,0.0,1.0,0.935,1.0,0.0,0.814,0.626,0.576,0.0,0.9,0.719
0.815,0.182,0.0,1.0,0.384,0.001,0.111,0.444,0.613,1.0,1.0,0.755,0.196,0.093,1.0,0.0,0.815
0.808,0.222,0.0,1.0,0.303,0.357,0.889,0.889,0.452,1.0,0.0,0.118,0.095,0.23,1.0,0.6,0.808
0.571,0.737,1.0,0.0,0.697,0.233,0.778,0.778,0.774,0.0,1.0,0.067,0.636,0.813,1.0,1.0,0.572
0.295,0.596,0.0,0.0,0.152,0.438,0.111,0.333,0.839,1.0,0.0,0.252,0.899,0.927,1.0,1.0,0.295
0.807,0.333,1.0,1.0,0.788,0.099,0.0,0.778,0.613,0.0,0.0,0.134,0.394,0.158,1.0,0.2,0.808
